File	Left Context	Hit	Right Context
3232_tagged.txt	JJ musician_NN1 now_RT I_PPIS1 believe_VV0 she_	PPHS1 will_VM be_	VBI a_AT1 good_JJ musician_
3545_tagged.txt	RR they_PPHS2 like_VV0 them_PPHO2 and_CC they_	PPHS2 will_VM be_	VBI Encouraged_VVN to_TO do_
3842_tagged.txt	VVN about_II their_APPGE common_JJ interest_NN1 ._. They_	PPHS2 will_VM be_	VBI able_JK to_TO find_
4114_tagged.txt	JJ for_IF their_APPGE lives_NN2 and_CC they_	PPHS2 will_VM be_	VBI able_JK to_TO enjoy_
4383_tagged.txt	he_	PPHS1 will_VM be_	VBI able_JK to_TO change_
4699_tagged.txt	AT desk_NN1 ._. At_II this_DD1 point_NN1 they_	PPHS2 will_VM be_	VBI able_JK to_TO know_
4761_tagged.txt	VVG her_PPHO1 ._. I_PPIS1 proposed_VVD that_CST she_	PPHS1 will_VM be_	VBI my_APPGE girlfriend_NN1 ._. While_
4797_tagged.txt	PPX1 or_CC my_APPGE career_NN1 ._. So_RR he_	PPHS1 will_VM be_	VBI remembered_VVN by_II me_
5075_tagged.txt	NN1 ._. If_CS they_PPHS2 are_VBR successful_JJ they_	PPHS2 will_VM be_	VBI able_JK to_TO figure_
5079_tagged.txt	II touch_NN1 ._. i_MC1 am_RA@ sure_JJ she_	PPHS1 will_VM be_	VBI my_APPGE best_JJT friend_
5293_tagged.txt	NP1 ._. It_PPH1 's_VBZ thought_VVN that_CST he_	PPHS1 will_VM be_	VBI the_AT best_JJT player_
5371_tagged.txt	XX attend_VVI educational_JJ programs_NN2 that_CST they_	PPHS2 will_VM be_	VBI able_JK to_TO be_
5470_tagged.txt	NN2 study_VV0@ now_RT the_AT happier_JJR they_	PPHS2 will_VM be_	VBI in_II the_AT future_
5470_tagged.txt	VVI against_II their_APPGE friends_NN2 if_CS they_	PPHS2 will_VM be_	VBI success_NN1 in_II the_
5611_tagged.txt	NN1 or_CC everything_PN1 is_VBZ fine_JJ they_	PPHS2 will_VM be_	VBI lazy_JJ ._. On_II count_
5612_tagged.txt	NN1 or_CC everything_PN1 is_VBZ fine_JJ they_	PPHS2 will_VM be_	VBI lazy_JJ ._. On_II count_
5680_tagged.txt	NNT1 he_PPHS1 gets_VVZ a_AT1 job_NN1 he_	PPHS1 will_VM be_	VBI out_II21 of_II22 school_
5684_tagged.txt	II ELI_NP1 he_PPHS1 thinks_VVZ that_CST he_	PPHS1 will_VM be_	VBI happy_JJ while_CS he_
5699_tagged.txt	NN1 or_CC everything_PN1 is_VBZ fine_JJ they_	PPHS2 will_VM be_	VBI lazy_JJ ._. On_II31 account_
5720_tagged.txt	He_	PPHS1 will_VM be_	VBI graduate_NN1 student_NN1 ._. He_
5720_tagged.txt	NN1 ._. He_PPHS1 will_VM make_VVI career_NN1 ._. He_	PPHS1 will_VM be_	VBI buy_NN1% ship_NN1 ._. He_
5720_tagged.txt	PPHS1 will_VM be_VBI buy_NN1% ship_NN1 ._. He_	PPHS1 will_VM be_	VBI buy_NN1% Kia_NP1 cars_
5720_tagged.txt	VM be_VBI buy_NN1% Kia_NP1 cars_NN2 ._. He_	PPHS1 will_VM be_	VBI speak_VV0 very_RG well_
6213_tagged.txt	NN2 study_VV0@ now_RT the_AT happier_JJR they_	PPHS2 will_VM be_	VBI in_II the_AT future_
6235_tagged.txt	II school_NN1 as_CSA we_PPIS2 know_VV0 he_	PPHS1 will_VM be_	VBI able_JJ pick_VV0 up_
6248_tagged.txt	NN2 in_II the_AT world_NN1 and_CC he_	PPHS1 will_VM be_	VBI able_JK to_TO continue_
6270_tagged.txt	PPHO1 and_CC she_PPHS1 told_VVD us_PPIO2 she_	PPHS1 will_VM be_	VBI able_JK to_TO write_
6700_tagged.txt	NN1 will_VM be_VBI busy_JJ so_CS@ he_	PPHS1 will_VM be_	VBI successful_JJ with_IW his_
6700_tagged.txt	VM hire_VVI professional_JJ cooks_NN2 ._. Therefore_RR they_	PPHS2 will_VM be_	VBI busy_JJ and_CC will_
6725_tagged.txt	RR will_VM be_VBI busy_JJ and_CC he_	PPHS1 will_VM be_	VBI successful_JJ with_IW his_
6725_tagged.txt	VM hire_VVI professional_JJ cooks_NN2 ._. Therefore_RR they_	PPHS2 will_VM be_	VBI busy_JJ and_CC will_
6816_tagged.txt	FU Whatever_DDQV you_PPY chat_VV0 about_RP@ he_	PPHS1 will_VM be_	VBI solicitous_JJ of_IO your_
6883_tagged.txt	CS someone_PN1 breaks_VVZ this_DD1 rule_NN1 he_	PPHS1 will_VM be_	VBI asked_VVN@ to_TO pay_
7584_tagged.txt	IO the_AT work_NN1 environment_NN1 ._. So_RR they_	PPHS2 will_VM be_	VBI able_JK to_TO prepare_
7653_tagged.txt	VDZ a_AT1 bad_JJ thing_NN1 he_PPHS1 she_	PPHS1 will_VM be_	VBI accused_VVN You_PPY have_
7674_tagged.txt	CS someone_PN1 breaks_VVZ this_DD1 rule_NN1 he_	PPHS1 will_VM be_	VBI asked_VVN@ to_TO pay_
7912_tagged.txt	CC answer_VVI questions_NN2 about_II them_PPHO2 ._. They_	PPHS2 will_VM be_	VBI tested_VVN on_II their_
7912_tagged.txt	VV0 questions_NN2 about_II the_AT recordings_NN2 ._. They_	PPHS2 will_VM be_	VBI tested_VVN students_NN2 '_GE 
8132_tagged.txt	CC which_DDQ should_VM do_VDI next_MD ._. She_	PPHS1 will_VM be_	VBI the_AT person_NN1 who_
8433_tagged.txt	NN2 and_CC to_TO hope_VVI that_CST they_	PPHS2 will_VM be_	VBI blessed_VVN with_IW children_
8464_tagged.txt	NN2 and_CC to_TO hope_VVI that_CST they_	PPHS2 will_VM be_	VBI blessed_VVN with_IW children_
8637_tagged.txt	NN2 and_CC to_TO hope_VVI that_CST they_	PPHS2 will_VM be_	VBI blessed_VVN with_IW children_
9331_tagged.txt	VVN the_AT right_JJ major_JJ ._. also_RR they_	PPHS2 will_VM be_	VBI worry_NN1@ about_II how_
9331_tagged.txt	PPIS1 think_VV0 in_II my_APPGE opinion_NN1 they_	PPHS2 will_VM be_	VBI also_RR worry_VV0 about_
9421_tagged.txt	VVN the_AT right_JJ major_JJ ?_? Also_RR they_	PPHS2 will_VM be_	VBI concerned_JJ about_II how_
9421_tagged.txt	PPHS2 will_VM have_VHI ._. I_PPIS1 think_VV0 they_	PPHS2 will_VM be_	VBI concerned_JJ about_II not_
9985_tagged.txt	VVI this_DD1 exam_NN1 because_CS he_PPHS1 she_	PPHS1 will_VM be_	VBI able_JK to_TO attend_
9993_tagged.txt	VVG a_AT1 money_NN1 regardless_RR What_DDQ they_	PPHS2 will_VM be_	VBI a_AT1 bad_JJ influence_
10013_tagged.txt	II me_PPIO1 immediately_RR ._. I_PPIS1 think_VV0 he_	PPHS1 will_VM be_	VBI a_AT1 scientist_NN1 because_
10236_tagged.txt	II me_PPIO1 immediately_RR ._. I_PPIS1 think_VV0 he_	PPHS1 will_VM be_	VBI a_AT1 scientist_NN1 because_
10509_tagged.txt	IO Korea_NP1 ._. I_PPIS1 believe_VV0 that_CST he_	PPHS1 will_VM be_	VBI regarded_VVN as_II the_
10600_tagged.txt	II21 of_II22 me_PPIO1 ._. I_PPIS1 think_VV0 she_	PPHS1 will_VM be_	VBI OK_JJ if_CS I_
10687_tagged.txt	II22 his_APPGE skin_NN1 color_NN1 ._. If_CS he_	PPHS1 will_VM be_	VBI the_AT President_NN1 he_
10840_tagged.txt	CSA possible_JJ including_II principal_NN1 ._. He_PPHS1 she_	PPHS1 will_VM be_	VBI the_AT most_RGT embarrassed_
11030_tagged.txt	JJ skills_NN2 of_IO psychic_JJ he_PPHS1 she_	PPHS1 will_VM be_	VBI not_XX a_AT1 real_
11034_tagged.txt	VVI our_APPGE pain_NN1 ._. So_RR enjoyable_JJ they_	PPHS2 will_VM be_	VBI when_RRQ people_NN listen_
11522_tagged.txt	AT1 doctorate_NN1 program_NN1 knows_VVZ when_RRQ he_	PPHS1 will_VM be_	VBI graduated_VVN ._. This_DD1 definite_
11553_tagged.txt	II the_AT same_DA time_NNT1 and_CC he_	PPHS1 will_VM be_	VBI more_RGR busy_JJ ._. In_
11568_tagged.txt	AT1 doctorate_NN1 program_NN1 knows_VVZ when_RRQ he_	PPHS1 will_VM be_	VBI graduated_VVN ._. This_DD1 definite_
11646_tagged.txt	VVI into_II healthier_JJR productive_JJ adults_NN2 ._. They_	PPHS2 will_VM be_	VBI able_JJ then_RT to_
11679_tagged.txt	NN1 area_NN1 in_II which_DDQ s_ZZ1 he_	PPHS1 will_VM be_	VBI innovative_JJ ._. On_II the_
12339_tagged.txt	He_PPHS1 is_VBZ in_II transit_NN1 ._. He_	PPHS1 will_VM be_	VBI here_RL very_RG soon_
12341_tagged.txt	PPHS1 will_VM do_VDI or_CC where_RRQ he_	PPHS1 will_VM be_	VBI ._. In_II this_DD1 way_
12726_tagged.txt	NN1 area_NN1 in_II which_DDQ s_ZZ1 he_	PPHS1 will_VM be_	VBI innovative_JJ ._. On_II the_
12896_tagged.txt	II the_AT land_NN1 of_IO American_JJ he_	PPHS1 will_VM be_	VBI happy_JJ about_RP@ that_
13071_tagged.txt	NN2 speak_VV0 Taiwanese_JJ in_II schools_NN2 they_	PPHS2 will_VM be_	VBI punished_VVN ._. About_RG eight_
13132_tagged.txt	JJ and_CC healthy_JJ ._. I_PPIS1 think_VV0 he_	PPHS1 will_VM be_	VBI the_AT new_JJ wish_
13132_tagged.txt	NN 's_GE votes_NN2 ._. I_PPIS1 think_VV0 he_	PPHS1 will_VM be_	VBI the_AT one_PN1 to_
13270_tagged.txt	TO consider_VVI their_APPGE major_JJ until_CS they_	PPHS2 will_VM be_	VBI junior_JJ and_CC it_
13286_tagged.txt	VBI satisfied_JJ and_CC he_PPHS1 or_CC she_	PPHS1 will_VM be_	VBI happy_JJ ._. Some_DD times_
13514_tagged.txt	VBZ keen_JJ on_II playing_VVG sports_NN2 he_	PPHS1 will_VM be_	VBI intelligent_JJ ._. As_II a_
13537_tagged.txt	JJ music_NN1 gives_VVZ people_NN calming_VVG ._. They_	PPHS2 will_VM be_	VBI patient_JJ if_CS they_
13698_tagged.txt	RL ._. If_CS he_PPHS1 makes_VVZ money_NN1 he_	PPHS1 will_VM be_	VBI able_JK to_TO those_
13715_tagged.txt	CC to_II the_AT neighborhoods_NN2 ._. Moreover_RR he_	PPHS1 will_VM be_	VBI able_JK to_TO hire_
13715_tagged.txt	AT owner_NN1 gets_VVZ a_AT1 loan_NN1 he_	PPHS1 will_VM be_	VBI able_JK to_TO make_
13715_tagged.txt	RR over_II the_AT city_NN1 and_CC he_	PPHS1 will_VM be_	VBI able_JK to_TO afford_
13862_tagged.txt	NN1 before_II long_RR ._. I_PPIS1 hope_VV0 they_	PPHS2 will_VM be_	VBI famous_JJ actor_NN1 but_
13909_tagged.txt	DD time_NNT1 to_TO study_VVI and_CC they_	PPHS2 will_VM be_	VBI susceptible_JJ to_II many_
13909_tagged.txt	II the_AT class_NN1 ._. Also_RR sometime_RT they_	PPHS2 will_VM be_	VBI exhausted_VVN that_CST they_
13910_tagged.txt	VM get_VVI professional_JJ son_NN1 when_CS he_	PPHS1 will_VM be_	VBI in_II his_APPGE 30s_
14123_tagged.txt	CS people_NN change_VV0 their_APPGE perspective_NN1 they_	PPHS2 will_VM be_	VBI happier_JJR ._. Also_RR when_
14655_tagged.txt	IW any_DD situation_NN1 that_CST he_PPHS1 she_	PPHS1 will_VM be_	VBI there_RL ._. He_PPHS1 she_
14657_tagged.txt	TO see_VVI our_APPGE plant_NN1 again_RT ._. they_	PPHS2 will_VM be_	VBI real_JJ witnesses_NN2 on_
14658_tagged.txt	VVI with_IW them_PPHO2 ._. At_RR21 last_RR22 they_	PPHS2 will_VM be_	VBI friends_NN2 and_CC human_
15019_tagged.txt	VM tend_VVI to_TO focus_VVI how_RRQ they_	PPHS2 will_VM be_	VBI evaluated_VVN or_CC grades_
15119_tagged.txt	NN1 culture_NN1 and_CC rules_NN2 ._. Thus_RR they_	PPHS2 will_VM be_	VBI uncomfortable_JJ and_CC ca_
15312_tagged.txt	NN1 the_AT man_NN1 thinks_VVZ that_CST he_	PPHS1 will_VM be_	VBI happy_JJ again_RT with_
15363_tagged.txt	CCB I_PPIS1 am_VBM wondering_VVG if_CSW@ they_	PPHS2 will_VM be_	VBI funny_JJ for_IF other_
15435_tagged.txt	CST one_MC1 day_NNT1 or_CC another_DD1 she_	PPHS1 will_VM be_	VBI here_RL knocking_VVG my_
15437_tagged.txt	NN1 in_II Korea_NP1 ._. I_PPIS1 hope_VV0 he_	PPHS1 will_VM be_	VBI the_AT most_RGT famous_
15678_tagged.txt	VVI ._. Although_CS he_PPHS1 is_VBZ rich_JJ he_	PPHS1 will_VM be_	VBI reluctant_JJ to_TO treat_
15862_tagged.txt	VHI two_MC babies_NN2 and_CC hopefully_RR they_	PPHS2 will_VM be_	VBI twins_NN2 ._. 
15922_tagged.txt	IF Canadian_JJ youth_NN1 hockey_NN1 program_NN1 ._. He_	PPHS1 will_VM be_	VBI remained_VVN in_II millions_
15944_tagged.txt	PPH1 's_VBZ pretty_RG likely_JJ that_CST they_	PPHS2 will_VM be_	VBI able_JK to_TO come_
15950_tagged.txt	NN1 the_AT higher_JJR the_AT probability_NN1 they_	PPHS2 will_VM be_	VBI exported_VVN by_II the_
16238_tagged.txt	CC in_II the_AT March_NPM1 break_VV0 he_	PPHS1 will_VM be_	VBI planns_NN2 to_TO visit_
16420_tagged.txt	GE ._. It_PPH1 is_VBZ should_VM occur_VVI they_	PPHS2 will_VM be_	VBI called_VVN endangered_JJ animals_
16563_tagged.txt	AT1 article_NN1 in_II a_AT1 magazine_NN1 ._. He_	PPHS1 will_VM be_	VBI able_JK to_TO get_
16568_tagged.txt	PPHS1 is_VBZ studying_VVG in_II England_NP1 ._. He_	PPHS1 will_VM be_	VBI able_JK to_TO get_
16630_tagged.txt	NN2 intonation_NN1 words_NN2 and_CC grammar_NN1 he_	PPHS1 will_VM be_	VBI uneducated_JJ ._. Second_NNT1 his_
16651_tagged.txt	it_PPH1 is_VBZ n't_XX means_NN they_	PPHS2 will_VM be_	VBI safe_JJ ._. 
16995_tagged.txt	NN1 ._. If_CS he_PPHS1 had_VHD competitive_JJ he_	PPHS1 will_VM be_	VBI winner_NN1 ._. He_PPHS1 was_
17042_tagged.txt	VVI about_II the_AT country_NN1 where_CS they_	PPHS2 will_VM be_	VBI studying_VVG abroad_RL ._. For_
17075_tagged.txt	NN1 little_RR by_II little_JJ ._. Therefore_RR he_	PPHS1 will_VM be_	VBI depressed_JJ ._. In_II conclusion_
17125_tagged.txt	AT foreign_JJ students_NN2 get_VV0 job_NN1 they_	PPHS2 will_VM be_	VBI able_JK to_TO get_
17196_tagged.txt	PPX221 other_PPX222 or_CC individually_RR but_CCB they_	PPHS2 will_VM be_	VBI accepted_VVN if_CS people_
17243_tagged.txt	NN1 to_II workers_NN2 and_CC employees_NN2 they_	PPHS2 will_VM be_	VBI healthy_JJ happy_JJ and_
17302_tagged.txt	JJ ._. However_RR in_II the_AT school_NN1 they_	PPHS2 will_VM be_	VBI confused_VVN which_DDQ religion_
17325_tagged.txt	PPHS2 do_VD0 not_XX find_VVI donor_NN1 they_	PPHS2 will_VM be_	VBI die_NN1% and_CC their_
17466_tagged.txt	JJ ._. In_RR21 addition_RR22 in_II school_NN1 they_	PPHS2 will_VM be_	VBI confused_VVN about_II which_
17515_tagged.txt	CS@ he_PPHS1 has_VHZ enough_RR experience_VV0 he_	PPHS1 will_VM be_	VBI able_JK to_TO be_
17738_tagged.txt	VBR native_JJ language_NN1 is_VBZ English_JJ they_	PPHS2 will_VM be_	VBI more_RGR bilingual_JJ ._. Because_
17815_tagged.txt	II the_AT post_NN1 office_NN1 ._. Where_CS they_	PPHS2 will_VM be_	VBI collected_VVN and_CC sent_
17829_tagged.txt	II slab_NN1 sided_VVD shape_NN1 because_CS they_	PPHS2 will_VM be_	VBI mixed_VVN with_IW long_
19060_tagged.txt	VV0 a_AT1 good_JJ grades_NN2 he_PPHS1 she_	PPHS1 will_VM be_	VBI proud_JJ of_IO him_
19185_tagged.txt	RR aware_JJ of_IO the_AT information_NN1 they_	PPHS2 will_VM be_	VBI able_JK to_TO get_
19205_tagged.txt	CC have_VH0 a_AT1 family_NN1 ._. Therefore_RR they_	PPHS2 will_VM be_	VBI having_VHG job_NN1 is_
19369_tagged.txt	AT student_NN1 talks_NN2 with_IW neighbors_NN2 he_	PPHS1 will_VM be_	VBI able_JK to_TO know_
19429_tagged.txt	DD1 is_VBZ very_RG important_JJ because_CS they_	PPHS2 will_VM be_	VBI the_AT ones_NN2 who_
19444_tagged.txt	GE needs_NN2 ._. Another_DD1 reason_NN1 is_VBZ they_	PPHS2 will_VM be_	VBI less_DAR freedom_NN1 after_
19543_tagged.txt	DD1 is_VBZ very_RG important_JJ because_CS they_	PPHS2 will_VM be_	VBI the_AT ones_NN2 who_
19600_tagged.txt	NN1 products_NN2 cans_VVZ@ bottles_NN2 because_CS they_	PPHS2 will_VM be_	VBI cheaper_JJR ._. From_II my_
19601_tagged.txt	NN1 products_NN2 cans_VVZ@ bottles_NN2 because_CS they_	PPHS2 will_VM be_	VBI cheaper_JJR ._. From_II my_
19660_tagged.txt	AT problems_NN2 between_II the_AT parents_NN2 they_	PPHS2 will_VM be_	VBI well_RR behaved_VVN children_
19727_tagged.txt	VBR no_AT integration_NN1 between_II them_PPHO2 they_	PPHS2 will_VM be_	VBI the_AT cause_NN1 of_
20043_tagged.txt	CC fifty_MC in_II half_DB hour_NNT1 ._. They_	PPHS2 will_VM be_	VBI killed_VVN by_II the_
20045_tagged.txt	RR if_CS people_NN know_VV0 that_CST they_	PPHS2 will_VM be_	VBI penalized_VVN by_II death_
20045_tagged.txt	VM be_VBI penalized_VVN by_II death_NN1 they_	PPHS2 will_VM be_	VBI less_RGR likely_JJ to_
20058_tagged.txt	VVN ._. as_CSA Todd_NP1 Pheifer_NP1 says_VVZ ._. They_	PPHS2 will_VM be_	VBI a_AT1 good_JJ example_
20648_tagged.txt	PPHS1 passed_VVD the_AT language_NN1 barrier_NN1 he_	PPHS1 will_VM be_	VBI able_JK to_TO involve_
20912_tagged.txt	VM grip_VVI their_APPGE interests_NN2 and_CC they_	PPHS2 will_VM be_	VBI ready_JJ to_TO approach_
20912_tagged.txt	VV0 them_PPHO2 using_VVG difficult_JJ methods_NN2 they_	PPHS2 will_VM be_	VBI tired_JJ of_IO math_
20914_tagged.txt	VM grip_VVI their_APPGE interests_NN2 and_CC they_	PPHS2 will_VM be_	VBI ready_JJ to_TO approach_
20914_tagged.txt	VV0 them_PPHO2 using_VVG difficult_JJ methods_NN2 they_	PPHS2 will_VM be_	VBI tired_JJ of_IO math_
21324_tagged.txt	MC1 of_IO the_AT men_NN2 where_RRQ he_	PPHS1 will_VM be_	VBI charged_VVN with_IW third_
21324_tagged.txt	IW third_MD degree_NN1 murder_NN1 and_CC he_	PPHS1 will_VM be_	VBI released_VVN in_II five_
21325_tagged.txt	MC1 of_IO the_AT men_NN2 where_RRQ he_	PPHS1 will_VM be_	VBI charged_VVN with_IW third_
21325_tagged.txt	IW third_MD degree_NN1 murder_NN1 and_CC he_	PPHS1 will_VM be_	VBI released_VVN in_II five_
21549_tagged.txt	PPHS1 will_VM go_VVI to_II Turkey_NP1 ._. He_	PPHS1 will_VM be_	VBI Tax_NN1 inspector_NN1 while_
21570_tagged.txt	JK to_TO justify_VVI this_DD1 action_NN1 ._. They_	PPHS2 will_VM be_	VBI chargeable_JJ felony_NN1 charges_
21617_tagged.txt	n't_XX justify_VVI their_APPGE delinquency_NN1 ._. They_	PPHS2 will_VM be_	VBI charged_VVN with_IW their_
21644_tagged.txt	VM grab_VVI their_APPGE interests_NN2 and_CC they_	PPHS2 will_VM be_	VBI ready_JJ to_TO approach_
21644_tagged.txt	VV0 them_PPHO2 using_VVG difficult_JJ methods_NN2 they_	PPHS2 will_VM be_	VBI tired_JJ of_IO math_
21720_tagged.txt	PPHS2 know_VV0 their_APPGE children_NN2 divorce_VV0 they_	PPHS2 will_VM be_	VBI worried_VVN@ about_II and_
21794_tagged.txt	NN1 is_VBZ nearest_JJT to_II bad_JJ ._. He_	PPHS1 will_VM be_	VBI friend_NN1 with_IW you_
21800_tagged.txt	PPHS2 know_VV0 their_APPGE children_NN2 divorce_VV0 they_	PPHS2 will_VM be_	VBI worried_VVN@ about_II and_
22000_tagged.txt	CS they_PPHS2 are_VBR afraid_JJ that_CST they_	PPHS2 will_VM be_	VBI unemployed_JJ ._. On_II the_
22201_tagged.txt	NN2 that_CST i_ZZ1 think_VV0 it_PPH1 they_	PPHS2 will_VM be_	VBI fun_JJ ._. 
22255_tagged.txt	NN1 tries_VVZ that_CST he_PPHS1 or_CC she_	PPHS1 will_VM be_	VBI just_RR eaten_VVN by_
22498_tagged.txt	AT same_DA school_NN1 is_VBZ good_JJ ._. They_	PPHS2 will_VM be_	VBI able_JK to_TO learn_
22558_tagged.txt	II the_AT country_NN1 are_VBR healthy_JJ they_	PPHS2 will_VM be_	VBI the_AT best_RRT resource_
22943_tagged.txt	II a_AT1 week_NNT1 at_II school_NN1 ._. They_	PPHS2 will_VM be_	VBI more_RGR successful_JJ during_
22987_tagged.txt	TO clean_VVI their_APPGE clothes_NN2 ._. Therefore_RR they_	PPHS2 will_VM be_	VBI relax_VV0 because_CS they_
23002_tagged.txt	NNT2 a_AT1 week_NNT1 at_II school_NN1 ._. They_	PPHS2 will_VM be_	VBI more_RGR successful_JJ during_
23058_tagged.txt	RR if_CS people_NN know_VV0 that_CST they_	PPHS2 will_VM be_	VBI penalized_VVN by_II death_
23058_tagged.txt	VM be_VBI penalized_VVN by_II death_NN1 they_	PPHS2 will_VM be_	VBI less_RGR likely_JJ to_
23205_tagged.txt	NN1 ._. Although_CS he_PPHS1 believes_VVZ that_CST he_	PPHS1 will_VM be_	VBI truly_RR upset_VVN and_
23210_tagged.txt	JJ because_II21 of_II22 his_APPGE father_NN1 he_	PPHS1 will_VM be_	VBI miserable_JJ ._. 
23223_tagged.txt	PPY will_VM bring_VVI and_CC how_RRQ they_	PPHS2 will_VM be_	VBI carried_VVN ._. Finally_RR ask_
23568_tagged.txt	APPGE name_NN1 means_VVZ it_PPH1 that_CST he_	PPHS1 will_VM be_	VBI good_JJ boy_NN1 ._. He_
23903_tagged.txt	PPY will_VM bring_VVI and_CC how_RRQ they_	PPHS2 will_VM be_	VBI carried_VVN ._. Finally_RR ask_
24041_tagged.txt	TO implement_VVI new_JJ execution_NN1 and_CC they_	PPHS2 will_VM be_	VBI accomplished_JJ people_NN ._. It_
24108_tagged.txt	NN1 in_II the_AT same_DA hospital_NN1 she_	PPHS1 will_VM be_	VBI working_VVG in_RP@ ._. Merideth_
24108_tagged.txt	NP1@ was_VBDZ not_XX aware_JJ that_CST he_	PPHS1 will_VM be_	VBI her_APPGE boss_NN1 during_
24108_tagged.txt	JJ when_CS she_PPHS1 finds_VVZ out_RP he_	PPHS1 will_VM be_	VBI the_AT surgeon_NN1 she_
24108_tagged.txt	JJ be_NN1 an_AT1 intern_NN1 and_CC he_	PPHS1 will_VM be_	VBI her_APPGE resident_NN1 and_
24344_tagged.txt	VVG your_APPGE happiness_NN1 with_IW them_PPHO2 they_	PPHS2 will_VM be_	VBI affected_VVN positively_RR and_
24415_tagged.txt	do_VD0 n't_XX imagine_VVI that_CST he_	PPHS1 will_VM be_	VBI a_AT1 famous_JJ runner_
24561_tagged.txt	NN1 ._. Some_DD people_NN believe_VV0 that_CST they_	PPHS2 will_VM be_	VBI happy_JJ if_CS they_
24561_tagged.txt	NN1 ._. Some_DD people_NN believe_VV0 that_CST they_	PPHS2 will_VM be_	VBI happy_JJ if_CS they_
24561_tagged.txt	NN1 ._. Some_DD people_NN believe_VV0 that_CST they_	PPHS2 will_VM be_	VBI happy_JJ if_CS they_
24907_tagged.txt	PPHO2 go_VVI in_II their_APPGE inclinations_NN2 they_	PPHS2 will_VM be_	VBI able_JK to_TO create_
25470_tagged.txt	DD1 is_VBZ not_XX allowed_VVN and_CC they_	PPHS2 will_VM be_	VBI people_NN talk_VV0 about_
25526_tagged.txt	RR Canadian_NN1 found_VVD out_RP that_CST she_	PPHS1 will_VM be_	VBI deported_VVN because_CS her_
25772_tagged.txt	n't_XX be_VBI said_VVN@ that_CST they_	PPHS2 will_VM be_	VBI a_AT1 successful_JJ and_
25818_tagged.txt	XX organic_JJ food_NN1 which_DDQ means_VVZ they_	PPHS2 will_VM be_	VBI sick_JJ and_CC die_
25818_tagged.txt	PPHS2 are_VBR eating_VVG in_II school_NN1 they_	PPHS2 will_VM be_	VBI sick_JJ and_CC have_
26219_tagged.txt	RR trust_VVI easily_RR in_II someone_PN1 ._. She_	PPHS1 will_VM be_	VBI afraid_JJ of_IO the_
26219_tagged.txt	VBI afraid_JJ of_IO the_AT people_NN ._. She_	PPHS1 will_VM be_	VBI afraid_JJ and_CC insecure_
26293_tagged.txt	does_VDZ n't_XX mean_VVI that_CST he_	PPHS1 will_VM be_	VBI chosen_VVN easily_RR ._. On_
26399_tagged.txt	VBR in_II an_AT1 unnatural_JJ environmental_JJ they_	PPHS2 will_VM be_	VBI under_II stress_NN1 ._. Therefore_
26534_tagged.txt	AT1 drive_NN1 violates_VVZ driving_JJ rules_NN2 he_	PPHS1 will_VM be_	VBI fined_VVN ._. 
26630_tagged.txt	NN1 got_VVD boy_NN1 or_CC girl_NN1 they_	PPHS2 will_VM be_	VBI named_VVN under_II the_
26632_tagged.txt	DD1 reason_NN1 parents_NN2 think_VV0 that_CST they_	PPHS2 will_VM be_	VBI ignored_VVN in_CS21 case_
26692_tagged.txt	NN1 got_VVD boy_NN1 or_CC girl_NN1 they_	PPHS2 will_VM be_	VBI named_VVN under_II the_
26700_tagged.txt	DD1 reason_NN1 parents_NN2 think_VV0 that_CST they_	PPHS2 will_VM be_	VBI ignored_VVN in_CS21 case_
26853_tagged.txt	VV0 to_TO possess_VVI these_DD2 values_NN2 they_	PPHS2 will_VM be_	VBI respected_VVN and_CC loved_
26922_tagged.txt	CST he_PPHS1 applied_VVD for_IF and_CC he_	PPHS1 will_VM be_	VBI able_JK to_TO get_
26933_tagged.txt	VM not_XX get_VVI passing_JJ grades_NN2 he_	PPHS1 will_VM be_	VBI held_VVN back_RP ._. He_
26948_tagged.txt	NN1 and_CC steps_NN2 ._. After_CS that_CST they_	PPHS2 will_VM be_	VBI ready_JJ for_IF to_
27007_tagged.txt	CS when_CS someone_PN1 loss_NN1 something_PN1 He_	PPHS1 will_VM be_	VBI skillful_JJ on_II another_
27020_tagged.txt	II the_AT same_DA way_NN1 ._. So_RR he_	PPHS1 will_VM be_	VBI able_JK to_TO perform_
27039_tagged.txt	IO pressure_NN1 in_II the_AT work_NN1 they_	PPHS2 will_VM be_	VBI upset_VVN or_CC worried_
27039_tagged.txt	VH0 a_AT1 good_JJ behavior_NN1 currently_RR he_	PPHS1 will_VM be_	VBI like_II them_PPHO2 ._. The_
27051_tagged.txt	CC the_AT steps_NN2 ._. After_CS that_CST they_	PPHS2 will_VM be_	VBI ready_JJ to_TO move_
27168_tagged.txt	NN2 have_VH0 one_MC1 more_DAR children_NN2 they_	PPHS2 will_VM be_	VBI getting_VVG busy_JJ and_
27178_tagged.txt	II vital_JJ signs_NN2 ._. As_CSA result_NN1 they_	PPHS2 will_VM be_	VBI alert_JJ if_CS there_
27290_tagged.txt	II them_PPHO2 ._. As_II a_AT1 result_NN1 they_	PPHS2 will_VM be_	VBI happy_JJ which_DDQ will_
27299_tagged.txt	CS33 they_PPHS2 enter_VV0 the_AT website_NN1 they_	PPHS2 will_VM be_	VBI addicted_VVN to_II it_
